task_index	model_index	model_label	mass_factor	envelope_amax_um	anchor_ordinal	anchor_tag	region	bin_index	wavelength_um	wavelength_token	instrument	boundary_compromise	spatial_config	zoom_token	nx	ny	expected_fov_au	expected_pixel_au	expected_cdelt_deg	psf_fwhm_arcsec	seed	sed_photons	parameter	parameter_sha256	wavelength_file	wavelength_file_sha256	temperature_task_index	temperature_workdir	task_workdir
129	12	m2p00_a0p10_i0p05	2.00	0.10	9	w009	window_27p5	334	27.513091575690556	27.513091575690556	MIRI	false	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	1.0139320219977885	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p10_i0p05/disk_envelope_m2p00_a0p10_i0p05_rt.para	5d6b8710378d78d9b311f8f01a969098280b5c0d77236b909ad695e4dfdba4f4	jwst_mcfost/runs/strict_continuum_screen/anchors/w009/strict_continuum_anchor.lambda	7d1ac3036216489ffa93c81d5de564ce57ec16820cf043dfb5a36c68cd83f6bd	12	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p10_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t129_m2p00_a0p10_i0p05_w009
130	13	m2p00_a0p20_i0p05	2.00	0.20	0	w000	near_ir_short	2	0.9946761707696127	0.9946761707696127	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.032824313635397222	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p20_i0p05/disk_envelope_m2p00_a0p20_i0p05_rt.para	ab57679182f298622de33c6a933786996db8f5710a906226b1a31b63ef087463	jwst_mcfost/runs/strict_continuum_screen/anchors/w000/strict_continuum_anchor.lambda	5e0fe7e726e460092394135e5d86a4f329f3adf9446ff8f022ee68ce91e8928e	13	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p20_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t130_m2p00_a0p20_i0p05_w000
131	13	m2p00_a0p20_i0p05	2.00	0.20	1	w001	near_ir_short	21	1.2028117593024095	1.2028117593024095	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.039692788056979511	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p20_i0p05/disk_envelope_m2p00_a0p20_i0p05_rt.para	ab57679182f298622de33c6a933786996db8f5710a906226b1a31b63ef087463	jwst_mcfost/runs/strict_continuum_screen/anchors/w001/strict_continuum_anchor.lambda	334e806dac74f3cab0db03b39807968472f2e194cb77ac7d5efc0c9e0d0a305e	13	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p20_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t131_m2p00_a0p20_i0p05_w001
132	13	m2p00_a0p20_i0p05	2.00	0.20	2	w002	near_ir_short	43	1.4987957445436022	1.4987957445436022	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.049460259569938873	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p20_i0p05/disk_envelope_m2p00_a0p20_i0p05_rt.para	ab57679182f298622de33c6a933786996db8f5710a906226b1a31b63ef087463	jwst_mcfost/runs/strict_continuum_screen/anchors/w002/strict_continuum_anchor.lambda	132b8ae57ad0eddc7816e3f45e121643727120e30a1d5ab9708202d2a9310d54	13	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p20_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t132_m2p00_a0p20_i0p05_w002
133	13	m2p00_a0p20_i0p05	2.00	0.20	3	w003	near_ir_rise	59	1.7588530996181813	1.7588530996181813	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.058042152287399985	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p20_i0p05/disk_envelope_m2p00_a0p20_i0p05_rt.para	ab57679182f298622de33c6a933786996db8f5710a906226b1a31b63ef087463	jwst_mcfost/runs/strict_continuum_screen/anchors/w003/strict_continuum_anchor.lambda	90ac5acad1cc9a08e5697ce6d65ffd414b4b9f8cdea8cade92e91a9025a2a68e	13	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p20_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t133_m2p00_a0p20_i0p05_w003
134	13	m2p00_a0p20_i0p05	2.00	0.20	4	w004	near_ir_rise	81	2.1916659199557045	2.1916659199557045	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.072324975358538254	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p20_i0p05/disk_envelope_m2p00_a0p20_i0p05_rt.para	ab57679182f298622de33c6a933786996db8f5710a906226b1a31b63ef087463	jwst_mcfost/runs/strict_continuum_screen/anchors/w004/strict_continuum_anchor.lambda	651e2bf7f7383323e2c48df2e732fe3cc01f7c5816c25ccc82154fd902c5f7a4	13	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p20_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t134_m2p00_a0p20_i0p05_w004
135	13	m2p00_a0p20_i0p05	2.00	0.20	5	w005	near_ir_rise	96	2.546352514425122	2.546352514425122	NIRSpec	true	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.084029632976029028	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p20_i0p05/disk_envelope_m2p00_a0p20_i0p05_rt.para	ab57679182f298622de33c6a933786996db8f5710a906226b1a31b63ef087463	jwst_mcfost/runs/strict_continuum_screen/anchors/w005/strict_continuum_anchor.lambda	9a4c5d5cdb08e1cfbcaa2b5b0eb958d5026b54a4ecfae6683606dcf96e8edb75	13	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p20_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t135_m2p00_a0p20_i0p05_w005
136	13	m2p00_a0p20_i0p05	2.00	0.20	6	w006	window_3p9	139	3.9143995604061015	3.9143995604061015	NIRSpec	true	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	0.12917518549340135	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p20_i0p05/disk_envelope_m2p00_a0p20_i0p05_rt.para	ab57679182f298622de33c6a933786996db8f5710a906226b1a31b63ef087463	jwst_mcfost/runs/strict_continuum_screen/anchors/w006/strict_continuum_anchor.lambda	c0f32299968b99649726432a9298eb8e93020139584fa61fd0f35fa3abaab4e0	13	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p20_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t136_m2p00_a0p20_i0p05_w006
137	13	m2p00_a0p20_i0p05	2.00	0.20	7	w007	window_5p4	171	5.3906283153397085	5.3906283153397085	MIRI	false	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	0.28389073440621038	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p20_i0p05/disk_envelope_m2p00_a0p20_i0p05_rt.para	ab57679182f298622de33c6a933786996db8f5710a906226b1a31b63ef087463	jwst_mcfost/runs/strict_continuum_screen/anchors/w007/strict_continuum_anchor.lambda	d04ad31c2c028e1669b8a052960e0edcf8bb08a87f52c27820b2fb215fc11399	13	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p20_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t137_m2p00_a0p20_i0p05_w007
138	13	m2p00_a0p20_i0p05	2.00	0.20	8	w008	window_13p8	265	13.799908320389276	13.799908320389276	MIRI	false	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	0.5613969745728461	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p20_i0p05/disk_envelope_m2p00_a0p20_i0p05_rt.para	ab57679182f298622de33c6a933786996db8f5710a906226b1a31b63ef087463	jwst_mcfost/runs/strict_continuum_screen/anchors/w008/strict_continuum_anchor.lambda	dc00d786476769c0d6165f9b9aea7c4cbe1e85dc4b0bc2512f8e12e8ce9d942b	13	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p20_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t138_m2p00_a0p20_i0p05_w008
139	13	m2p00_a0p20_i0p05	2.00	0.20	9	w009	window_27p5	334	27.513091575690556	27.513091575690556	MIRI	false	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	1.0139320219977885	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p20_i0p05/disk_envelope_m2p00_a0p20_i0p05_rt.para	ab57679182f298622de33c6a933786996db8f5710a906226b1a31b63ef087463	jwst_mcfost/runs/strict_continuum_screen/anchors/w009/strict_continuum_anchor.lambda	7d1ac3036216489ffa93c81d5de564ce57ec16820cf043dfb5a36c68cd83f6bd	13	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p20_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t139_m2p00_a0p20_i0p05_w009
140	14	m2p00_a0p35_i0p05	2.00	0.35	0	w000	near_ir_short	2	0.9946761707696127	0.9946761707696127	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.032824313635397222	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p35_i0p05/disk_envelope_m2p00_a0p35_i0p05_rt.para	6a53800a595e879b849faa8ad2481d4922cb1f3aafcd45a62e560eefa96ab46e	jwst_mcfost/runs/strict_continuum_screen/anchors/w000/strict_continuum_anchor.lambda	5e0fe7e726e460092394135e5d86a4f329f3adf9446ff8f022ee68ce91e8928e	14	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p35_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t140_m2p00_a0p35_i0p05_w000
141	14	m2p00_a0p35_i0p05	2.00	0.35	1	w001	near_ir_short	21	1.2028117593024095	1.2028117593024095	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.039692788056979511	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p35_i0p05/disk_envelope_m2p00_a0p35_i0p05_rt.para	6a53800a595e879b849faa8ad2481d4922cb1f3aafcd45a62e560eefa96ab46e	jwst_mcfost/runs/strict_continuum_screen/anchors/w001/strict_continuum_anchor.lambda	334e806dac74f3cab0db03b39807968472f2e194cb77ac7d5efc0c9e0d0a305e	14	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p35_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t141_m2p00_a0p35_i0p05_w001
142	14	m2p00_a0p35_i0p05	2.00	0.35	2	w002	near_ir_short	43	1.4987957445436022	1.4987957445436022	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.049460259569938873	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p35_i0p05/disk_envelope_m2p00_a0p35_i0p05_rt.para	6a53800a595e879b849faa8ad2481d4922cb1f3aafcd45a62e560eefa96ab46e	jwst_mcfost/runs/strict_continuum_screen/anchors/w002/strict_continuum_anchor.lambda	132b8ae57ad0eddc7816e3f45e121643727120e30a1d5ab9708202d2a9310d54	14	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p35_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t142_m2p00_a0p35_i0p05_w002
143	14	m2p00_a0p35_i0p05	2.00	0.35	3	w003	near_ir_rise	59	1.7588530996181813	1.7588530996181813	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.058042152287399985	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p35_i0p05/disk_envelope_m2p00_a0p35_i0p05_rt.para	6a53800a595e879b849faa8ad2481d4922cb1f3aafcd45a62e560eefa96ab46e	jwst_mcfost/runs/strict_continuum_screen/anchors/w003/strict_continuum_anchor.lambda	90ac5acad1cc9a08e5697ce6d65ffd414b4b9f8cdea8cade92e91a9025a2a68e	14	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p35_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t143_m2p00_a0p35_i0p05_w003
144	14	m2p00_a0p35_i0p05	2.00	0.35	4	w004	near_ir_rise	81	2.1916659199557045	2.1916659199557045	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.072324975358538254	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p35_i0p05/disk_envelope_m2p00_a0p35_i0p05_rt.para	6a53800a595e879b849faa8ad2481d4922cb1f3aafcd45a62e560eefa96ab46e	jwst_mcfost/runs/strict_continuum_screen/anchors/w004/strict_continuum_anchor.lambda	651e2bf7f7383323e2c48df2e732fe3cc01f7c5816c25ccc82154fd902c5f7a4	14	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p35_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t144_m2p00_a0p35_i0p05_w004
145	14	m2p00_a0p35_i0p05	2.00	0.35	5	w005	near_ir_rise	96	2.546352514425122	2.546352514425122	NIRSpec	true	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.084029632976029028	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p35_i0p05/disk_envelope_m2p00_a0p35_i0p05_rt.para	6a53800a595e879b849faa8ad2481d4922cb1f3aafcd45a62e560eefa96ab46e	jwst_mcfost/runs/strict_continuum_screen/anchors/w005/strict_continuum_anchor.lambda	9a4c5d5cdb08e1cfbcaa2b5b0eb958d5026b54a4ecfae6683606dcf96e8edb75	14	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p35_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t145_m2p00_a0p35_i0p05_w005
146	14	m2p00_a0p35_i0p05	2.00	0.35	6	w006	window_3p9	139	3.9143995604061015	3.9143995604061015	NIRSpec	true	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	0.12917518549340135	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p35_i0p05/disk_envelope_m2p00_a0p35_i0p05_rt.para	6a53800a595e879b849faa8ad2481d4922cb1f3aafcd45a62e560eefa96ab46e	jwst_mcfost/runs/strict_continuum_screen/anchors/w006/strict_continuum_anchor.lambda	c0f32299968b99649726432a9298eb8e93020139584fa61fd0f35fa3abaab4e0	14	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p35_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t146_m2p00_a0p35_i0p05_w006
147	14	m2p00_a0p35_i0p05	2.00	0.35	7	w007	window_5p4	171	5.3906283153397085	5.3906283153397085	MIRI	false	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	0.28389073440621038	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p35_i0p05/disk_envelope_m2p00_a0p35_i0p05_rt.para	6a53800a595e879b849faa8ad2481d4922cb1f3aafcd45a62e560eefa96ab46e	jwst_mcfost/runs/strict_continuum_screen/anchors/w007/strict_continuum_anchor.lambda	d04ad31c2c028e1669b8a052960e0edcf8bb08a87f52c27820b2fb215fc11399	14	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p35_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t147_m2p00_a0p35_i0p05_w007
148	14	m2p00_a0p35_i0p05	2.00	0.35	8	w008	window_13p8	265	13.799908320389276	13.799908320389276	MIRI	false	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	0.5613969745728461	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p35_i0p05/disk_envelope_m2p00_a0p35_i0p05_rt.para	6a53800a595e879b849faa8ad2481d4922cb1f3aafcd45a62e560eefa96ab46e	jwst_mcfost/runs/strict_continuum_screen/anchors/w008/strict_continuum_anchor.lambda	dc00d786476769c0d6165f9b9aea7c4cbe1e85dc4b0bc2512f8e12e8ce9d942b	14	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p35_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t148_m2p00_a0p35_i0p05_w008
149	14	m2p00_a0p35_i0p05	2.00	0.35	9	w009	window_27p5	334	27.513091575690556	27.513091575690556	MIRI	false	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	1.0139320219977885	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p35_i0p05/disk_envelope_m2p00_a0p35_i0p05_rt.para	6a53800a595e879b849faa8ad2481d4922cb1f3aafcd45a62e560eefa96ab46e	jwst_mcfost/runs/strict_continuum_screen/anchors/w009/strict_continuum_anchor.lambda	7d1ac3036216489ffa93c81d5de564ce57ec16820cf043dfb5a36c68cd83f6bd	14	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p35_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t149_m2p00_a0p35_i0p05_w009
150	15	m2p00_a0p50_i0p05	2.00	0.50	0	w000	near_ir_short	2	0.9946761707696127	0.9946761707696127	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.032824313635397222	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p50_i0p05/disk_envelope_m2p00_a0p50_i0p05_rt.para	2a02b092455191897c32f918372080d7a9950f112814e58322e41dd8e7b54c45	jwst_mcfost/runs/strict_continuum_screen/anchors/w000/strict_continuum_anchor.lambda	5e0fe7e726e460092394135e5d86a4f329f3adf9446ff8f022ee68ce91e8928e	15	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p50_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t150_m2p00_a0p50_i0p05_w000
151	15	m2p00_a0p50_i0p05	2.00	0.50	1	w001	near_ir_short	21	1.2028117593024095	1.2028117593024095	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.039692788056979511	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p50_i0p05/disk_envelope_m2p00_a0p50_i0p05_rt.para	2a02b092455191897c32f918372080d7a9950f112814e58322e41dd8e7b54c45	jwst_mcfost/runs/strict_continuum_screen/anchors/w001/strict_continuum_anchor.lambda	334e806dac74f3cab0db03b39807968472f2e194cb77ac7d5efc0c9e0d0a305e	15	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p50_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t151_m2p00_a0p50_i0p05_w001
152	15	m2p00_a0p50_i0p05	2.00	0.50	2	w002	near_ir_short	43	1.4987957445436022	1.4987957445436022	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.049460259569938873	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p50_i0p05/disk_envelope_m2p00_a0p50_i0p05_rt.para	2a02b092455191897c32f918372080d7a9950f112814e58322e41dd8e7b54c45	jwst_mcfost/runs/strict_continuum_screen/anchors/w002/strict_continuum_anchor.lambda	132b8ae57ad0eddc7816e3f45e121643727120e30a1d5ab9708202d2a9310d54	15	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p50_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t152_m2p00_a0p50_i0p05_w002
153	15	m2p00_a0p50_i0p05	2.00	0.50	3	w003	near_ir_rise	59	1.7588530996181813	1.7588530996181813	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.058042152287399985	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p50_i0p05/disk_envelope_m2p00_a0p50_i0p05_rt.para	2a02b092455191897c32f918372080d7a9950f112814e58322e41dd8e7b54c45	jwst_mcfost/runs/strict_continuum_screen/anchors/w003/strict_continuum_anchor.lambda	90ac5acad1cc9a08e5697ce6d65ffd414b4b9f8cdea8cade92e91a9025a2a68e	15	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p50_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t153_m2p00_a0p50_i0p05_w003
154	15	m2p00_a0p50_i0p05	2.00	0.50	4	w004	near_ir_rise	81	2.1916659199557045	2.1916659199557045	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.072324975358538254	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p50_i0p05/disk_envelope_m2p00_a0p50_i0p05_rt.para	2a02b092455191897c32f918372080d7a9950f112814e58322e41dd8e7b54c45	jwst_mcfost/runs/strict_continuum_screen/anchors/w004/strict_continuum_anchor.lambda	651e2bf7f7383323e2c48df2e732fe3cc01f7c5816c25ccc82154fd902c5f7a4	15	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p50_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t154_m2p00_a0p50_i0p05_w004
155	15	m2p00_a0p50_i0p05	2.00	0.50	5	w005	near_ir_rise	96	2.546352514425122	2.546352514425122	NIRSpec	true	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.084029632976029028	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p50_i0p05/disk_envelope_m2p00_a0p50_i0p05_rt.para	2a02b092455191897c32f918372080d7a9950f112814e58322e41dd8e7b54c45	jwst_mcfost/runs/strict_continuum_screen/anchors/w005/strict_continuum_anchor.lambda	9a4c5d5cdb08e1cfbcaa2b5b0eb958d5026b54a4ecfae6683606dcf96e8edb75	15	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p50_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t155_m2p00_a0p50_i0p05_w005
156	15	m2p00_a0p50_i0p05	2.00	0.50	6	w006	window_3p9	139	3.9143995604061015	3.9143995604061015	NIRSpec	true	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	0.12917518549340135	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p50_i0p05/disk_envelope_m2p00_a0p50_i0p05_rt.para	2a02b092455191897c32f918372080d7a9950f112814e58322e41dd8e7b54c45	jwst_mcfost/runs/strict_continuum_screen/anchors/w006/strict_continuum_anchor.lambda	c0f32299968b99649726432a9298eb8e93020139584fa61fd0f35fa3abaab4e0	15	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p50_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t156_m2p00_a0p50_i0p05_w006
157	15	m2p00_a0p50_i0p05	2.00	0.50	7	w007	window_5p4	171	5.3906283153397085	5.3906283153397085	MIRI	false	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	0.28389073440621038	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p50_i0p05/disk_envelope_m2p00_a0p50_i0p05_rt.para	2a02b092455191897c32f918372080d7a9950f112814e58322e41dd8e7b54c45	jwst_mcfost/runs/strict_continuum_screen/anchors/w007/strict_continuum_anchor.lambda	d04ad31c2c028e1669b8a052960e0edcf8bb08a87f52c27820b2fb215fc11399	15	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p50_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t157_m2p00_a0p50_i0p05_w007
158	15	m2p00_a0p50_i0p05	2.00	0.50	8	w008	window_13p8	265	13.799908320389276	13.799908320389276	MIRI	false	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	0.5613969745728461	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p50_i0p05/disk_envelope_m2p00_a0p50_i0p05_rt.para	2a02b092455191897c32f918372080d7a9950f112814e58322e41dd8e7b54c45	jwst_mcfost/runs/strict_continuum_screen/anchors/w008/strict_continuum_anchor.lambda	dc00d786476769c0d6165f9b9aea7c4cbe1e85dc4b0bc2512f8e12e8ce9d942b	15	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p50_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t158_m2p00_a0p50_i0p05_w008
159	15	m2p00_a0p50_i0p05	2.00	0.50	9	w009	window_27p5	334	27.513091575690556	27.513091575690556	MIRI	false	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	1.0139320219977885	41001	128000	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p50_i0p05/disk_envelope_m2p00_a0p50_i0p05_rt.para	2a02b092455191897c32f918372080d7a9950f112814e58322e41dd8e7b54c45	jwst_mcfost/runs/strict_continuum_screen/anchors/w009/strict_continuum_anchor.lambda	7d1ac3036216489ffa93c81d5de564ce57ec16820cf043dfb5a36c68cd83f6bd	15	jwst_mcfost/runs/strict_continuum_screen/models/m2p00_a0p50_i0p05/temperature	jwst_mcfost/runs/strict_continuum_screen/rt_tasks/t159_m2p00_a0p50_i0p05_w009
