task_index	phase	seed	parent_kind	parent_id	score_anchor_id	continuum_target_id	analysis_partition	source_table	source_table_sha256	source_row_sha256	target_wavelength_um	lsf_node_global_index	lsf_node_index	lsf_quadrature_weight	lsf_profile	target_resolving_power_R	wavelength_um	instrument	source_segment	native_run_id	model_input_representation	conversion_before_aggregation	aggregated_representation	wavelength_file	wavelength_file_sha256	spatial_config	zoom_token	nx	ny	expected_fov_au	expected_pixel_au	expected_cdelt_deg	aperture_name	east_arcsec	north_arcsec	aperture_radius_arcsec	model_index	model_label	mass_factor	envelope_size_exponent	cavity_tag	requested_half_opening_deg	cavity_h0_token	cavity_r0_token	cavity_exponent_token	mdot_token	envelope_amin_um	accepted_packets	rt_sed_method	processes_per_task	openmp_threads	temperature_file	temperature_file_sha256	temperature_role	optical_coverage_role	direct_scoring_role	variant_token	envelope_dhs_vmax	envelope_amax_um	inclination_deg	h2o_mass_fraction	silicate_mass_fraction	source_task_index	source_task_row_sha256	parameter_role	parameter	parameter_sha256	dust_role	task_workdir	task_row_sha256
62	broadband_guardrail	52001	broadband_guardrail	w007			broadband_continuum_guardrail_report_only	jwst_mcfost/runs/ice_feature_method2_pilot_v1/continuum_check_anchors.tsv	f1fd86f32eec5e20bc210ba67e2b4bc78efb69427b387e48de1c127e118636b7	91cbd5c9b4101022047aee9b5009bc5cf825f2c0850ca7446ec8f2d8eb8c416c	5.3906283153397085						5.3906283153397085	MIRI			lambda_F_lambda_W_m-2			jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/broadband_guardrail/w007/anchor.lambda	87caf527afb4a319fcc1a82bbc39eccb30b95cfb9beacd102a79e815c7cd8f58	full_domain_n4801	1	4801	4801	6000	1.2497396375755052	2.4796421380466373e-06	stellar_center	0.0	0.0	1.0	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	0.03	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	report_only	v07_vmax0p4_amax2p0	0.4	2.0	70.0	0.04	0.96	6	ef7e89378eaf7bb1fb451bd8bba89faa7711da693d1b745f61d8705bae68842c	dust_axis_v07_vmax0p4_amax2p0	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/parameters/dust_v07_vmax0p4_amax2p0_rt.para	a486a7454bd0499390a0b01511eb64bbf650c8a43c66140e34a489b583f91438	dust_axis_grid_disjoint_dhs_screening_dust	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/tasks/v07_vmax0p4_amax2p0/broadband_guardrail/t062_w007_single_s52001	9d448d6e4f50a6120a190a916a3279ebb1e34084c213fa7675640a939ac78425
63	broadband_guardrail	52001	broadband_guardrail	w008			broadband_continuum_guardrail_report_only	jwst_mcfost/runs/ice_feature_method2_pilot_v1/continuum_check_anchors.tsv	f1fd86f32eec5e20bc210ba67e2b4bc78efb69427b387e48de1c127e118636b7	ff79343f5023234e348b11140f6b973d8c465bfcb3cde6046ce18f64bdb7e142	13.799908320389276						13.799908320389276	MIRI			lambda_F_lambda_W_m-2			jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/broadband_guardrail/w008/anchor.lambda	8a30fa7840e4a27c1d6a81fa121d610c3293460d00aa1e38428c728a91dbf63a	full_domain_n4801	1	4801	4801	6000	1.2497396375755052	2.4796421380466373e-06	stellar_center	0.0	0.0	1.0	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	0.03	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	report_only	v07_vmax0p4_amax2p0	0.4	2.0	70.0	0.04	0.96	7	8330a266dd31893798bd83592298ea2ab899f1c7fd626c168e51c1a0c4202903	dust_axis_v07_vmax0p4_amax2p0	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/parameters/dust_v07_vmax0p4_amax2p0_rt.para	a486a7454bd0499390a0b01511eb64bbf650c8a43c66140e34a489b583f91438	dust_axis_grid_disjoint_dhs_screening_dust	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/tasks/v07_vmax0p4_amax2p0/broadband_guardrail/t063_w008_single_s52001	ad87e2c3e1b1807415f75550ea4613319882bbd7139ff3661fbcf6f9bb2475ab
64	broadband_guardrail	52001	broadband_guardrail	w001			broadband_continuum_guardrail_report_only	jwst_mcfost/runs/ice_feature_method2_pilot_v1/continuum_check_anchors.tsv	f1fd86f32eec5e20bc210ba67e2b4bc78efb69427b387e48de1c127e118636b7	be8495af19d834ec9883095aa3e489588ad62932dedba95a6ce055e53bc4efcb	1.2028117593024095						1.2028117593024095	NIRSpec			lambda_F_lambda_W_m-2			jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/broadband_guardrail/w001/anchor.lambda	f2c711b7a22d165e60719d22fe81cbf246393fb51629f0b9dda93883c17f8e87	full_domain_n4801	1	4801	4801	6000	1.2497396375755052	2.4796421380466373e-06	stellar_center	0.0	0.0	1.0	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	0.03	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	report_only	v08_vmax0p1_amax2p0	0.1	2.0	70.0	0.04	0.96	0	0753aa87e3445e42eae140bfe4d917cbb1b787200fbeed0c439d642c9fa3b738	dust_axis_v08_vmax0p1_amax2p0	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/parameters/dust_v08_vmax0p1_amax2p0_rt.para	35c5b3c7d164e483e57e031874897680ab022b4ad46f22e680fb2a4053d6ad58	dust_axis_grid_disjoint_dhs_screening_dust	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/tasks/v08_vmax0p1_amax2p0/broadband_guardrail/t064_w001_single_s52001	1231476d6f9537c9a589206bc93dcb6f4ecbf2c1cb0217aeaf28b57be64e99f4
65	broadband_guardrail	52001	broadband_guardrail	w002			broadband_continuum_guardrail_report_only	jwst_mcfost/runs/ice_feature_method2_pilot_v1/continuum_check_anchors.tsv	f1fd86f32eec5e20bc210ba67e2b4bc78efb69427b387e48de1c127e118636b7	8c2d627b94e2d8d2408e8e154425025de3b0c17865e36f0d9230db46f403fa15	1.4987957445436022						1.4987957445436022	NIRSpec			lambda_F_lambda_W_m-2			jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/broadband_guardrail/w002/anchor.lambda	e07fb493ca052ff264e01e5c8df0ac557154f8a40c47dfb456aad5930517c966	full_domain_n4801	1	4801	4801	6000	1.2497396375755052	2.4796421380466373e-06	stellar_center	0.0	0.0	1.0	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	0.03	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	report_only	v08_vmax0p1_amax2p0	0.1	2.0	70.0	0.04	0.96	1	4d6a0f6f21c2c9374490473f84d12c7ab64295daf370b4c8408bd6bc957cdbe9	dust_axis_v08_vmax0p1_amax2p0	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/parameters/dust_v08_vmax0p1_amax2p0_rt.para	35c5b3c7d164e483e57e031874897680ab022b4ad46f22e680fb2a4053d6ad58	dust_axis_grid_disjoint_dhs_screening_dust	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/tasks/v08_vmax0p1_amax2p0/broadband_guardrail/t065_w002_single_s52001	3a7e394eea7ec2989af3fdf5af0bd366af1f5738d60bae453a173105e5c0de29
66	broadband_guardrail	52001	broadband_guardrail	w003			broadband_continuum_guardrail_report_only	jwst_mcfost/runs/ice_feature_method2_pilot_v1/continuum_check_anchors.tsv	f1fd86f32eec5e20bc210ba67e2b4bc78efb69427b387e48de1c127e118636b7	ca3be8f62fc5c741b2ed68f040fac1c490a5660995bc938abcad21f265509655	1.7588530996181813						1.7588530996181813	NIRSpec			lambda_F_lambda_W_m-2			jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/broadband_guardrail/w003/anchor.lambda	a9c5146eec96dc1ea9604097f402a7a0eb415206f4e4b32a2836e09dfdb6b5e2	full_domain_n4801	1	4801	4801	6000	1.2497396375755052	2.4796421380466373e-06	stellar_center	0.0	0.0	1.0	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	0.03	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	report_only	v08_vmax0p1_amax2p0	0.1	2.0	70.0	0.04	0.96	2	5bea68cf41b73f71ecd91e3a5f09e6eb1670dd4f85f83fe2fde459beed258649	dust_axis_v08_vmax0p1_amax2p0	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/parameters/dust_v08_vmax0p1_amax2p0_rt.para	35c5b3c7d164e483e57e031874897680ab022b4ad46f22e680fb2a4053d6ad58	dust_axis_grid_disjoint_dhs_screening_dust	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/tasks/v08_vmax0p1_amax2p0/broadband_guardrail/t066_w003_single_s52001	47b92e000448ff0a24360a17309f71820c32e13ae805676236a300e85b32e281
67	broadband_guardrail	52001	broadband_guardrail	w004			broadband_continuum_guardrail_report_only	jwst_mcfost/runs/ice_feature_method2_pilot_v1/continuum_check_anchors.tsv	f1fd86f32eec5e20bc210ba67e2b4bc78efb69427b387e48de1c127e118636b7	ea7082373d182e4d3e13fde932c59a66963ade00a452a1124d2f4372d5278e55	2.1916659199557045						2.1916659199557045	NIRSpec			lambda_F_lambda_W_m-2			jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/broadband_guardrail/w004/anchor.lambda	f7762b5bee0778f151ac09bf2a609fcf351f2fd1c1c57b09be9d1bd19fb77e3c	full_domain_n4801	1	4801	4801	6000	1.2497396375755052	2.4796421380466373e-06	stellar_center	0.0	0.0	1.0	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	0.03	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	report_only	v08_vmax0p1_amax2p0	0.1	2.0	70.0	0.04	0.96	3	a24d6b16764baaff76e82d64dfc357a9243d4963979b202fa39013f5bf6b0102	dust_axis_v08_vmax0p1_amax2p0	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/parameters/dust_v08_vmax0p1_amax2p0_rt.para	35c5b3c7d164e483e57e031874897680ab022b4ad46f22e680fb2a4053d6ad58	dust_axis_grid_disjoint_dhs_screening_dust	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/tasks/v08_vmax0p1_amax2p0/broadband_guardrail/t067_w004_single_s52001	700a8df41770396f2e2bed28214fbf50d2be0bf20886be5a797f672d976882f5
68	broadband_guardrail	52001	broadband_guardrail	w005			broadband_continuum_guardrail_report_only	jwst_mcfost/runs/ice_feature_method2_pilot_v1/continuum_check_anchors.tsv	f1fd86f32eec5e20bc210ba67e2b4bc78efb69427b387e48de1c127e118636b7	26580c835ed5110860144fdcbc249ba6f16c9fef2f8ea7bab13d16dd643b6bb9	2.5463525144251218						2.5463525144251218	NIRSpec			lambda_F_lambda_W_m-2			jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/broadband_guardrail/w005/anchor.lambda	1097793022b13ff0ac82638d85e9d60d35080eb3937764ad07599179d97862ef	full_domain_n4801	1	4801	4801	6000	1.2497396375755052	2.4796421380466373e-06	stellar_center	0.0	0.0	1.0	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	0.03	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	report_only	v08_vmax0p1_amax2p0	0.1	2.0	70.0	0.04	0.96	4	3d0b057546488b3ac2d1787a936dc092d31a541500f3ca880aeb6045d816095d	dust_axis_v08_vmax0p1_amax2p0	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/parameters/dust_v08_vmax0p1_amax2p0_rt.para	35c5b3c7d164e483e57e031874897680ab022b4ad46f22e680fb2a4053d6ad58	dust_axis_grid_disjoint_dhs_screening_dust	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/tasks/v08_vmax0p1_amax2p0/broadband_guardrail/t068_w005_single_s52001	05d100c15a4f5ce4c2311693404efc9754746617f59c9805c3d65524fcd52e97
69	broadband_guardrail	52001	broadband_guardrail	w006			broadband_continuum_guardrail_report_only	jwst_mcfost/runs/ice_feature_method2_pilot_v1/continuum_check_anchors.tsv	f1fd86f32eec5e20bc210ba67e2b4bc78efb69427b387e48de1c127e118636b7	1026cba4b28d9f4bf3663e4dc18b1586244f74649ea0d30ad2bcc3f974c0861b	3.9143995604061015						3.9143995604061015	NIRSpec			lambda_F_lambda_W_m-2			jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/broadband_guardrail/w006/anchor.lambda	b82128fc84cd81495038ead356b26b6e6be5f7ae7a55105af31d392047ae9385	full_domain_n4801	1	4801	4801	6000	1.2497396375755052	2.4796421380466373e-06	stellar_center	0.0	0.0	1.0	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	0.03	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	report_only	v08_vmax0p1_amax2p0	0.1	2.0	70.0	0.04	0.96	5	fe325ddaacc07c82dd57c3121e3f237bb4c9911d1fba7acf23235c03ac89c3b4	dust_axis_v08_vmax0p1_amax2p0	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/parameters/dust_v08_vmax0p1_amax2p0_rt.para	35c5b3c7d164e483e57e031874897680ab022b4ad46f22e680fb2a4053d6ad58	dust_axis_grid_disjoint_dhs_screening_dust	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/tasks/v08_vmax0p1_amax2p0/broadband_guardrail/t069_w006_single_s52001	78c4b8fae5088ed5d6b527555736e95aadfa42376d1aa178c5871652b67a0491
70	broadband_guardrail	52001	broadband_guardrail	w007			broadband_continuum_guardrail_report_only	jwst_mcfost/runs/ice_feature_method2_pilot_v1/continuum_check_anchors.tsv	f1fd86f32eec5e20bc210ba67e2b4bc78efb69427b387e48de1c127e118636b7	91cbd5c9b4101022047aee9b5009bc5cf825f2c0850ca7446ec8f2d8eb8c416c	5.3906283153397085						5.3906283153397085	MIRI			lambda_F_lambda_W_m-2			jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/broadband_guardrail/w007/anchor.lambda	87caf527afb4a319fcc1a82bbc39eccb30b95cfb9beacd102a79e815c7cd8f58	full_domain_n4801	1	4801	4801	6000	1.2497396375755052	2.4796421380466373e-06	stellar_center	0.0	0.0	1.0	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	0.03	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	report_only	v08_vmax0p1_amax2p0	0.1	2.0	70.0	0.04	0.96	6	ef7e89378eaf7bb1fb451bd8bba89faa7711da693d1b745f61d8705bae68842c	dust_axis_v08_vmax0p1_amax2p0	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/parameters/dust_v08_vmax0p1_amax2p0_rt.para	35c5b3c7d164e483e57e031874897680ab022b4ad46f22e680fb2a4053d6ad58	dust_axis_grid_disjoint_dhs_screening_dust	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/tasks/v08_vmax0p1_amax2p0/broadband_guardrail/t070_w007_single_s52001	d338a020e025a5cb06c2ffdbe2ec8c26394d37a4707f5c6146ef6402eecab3ca
71	broadband_guardrail	52001	broadband_guardrail	w008			broadband_continuum_guardrail_report_only	jwst_mcfost/runs/ice_feature_method2_pilot_v1/continuum_check_anchors.tsv	f1fd86f32eec5e20bc210ba67e2b4bc78efb69427b387e48de1c127e118636b7	ff79343f5023234e348b11140f6b973d8c465bfcb3cde6046ce18f64bdb7e142	13.799908320389276						13.799908320389276	MIRI			lambda_F_lambda_W_m-2			jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/broadband_guardrail/w008/anchor.lambda	8a30fa7840e4a27c1d6a81fa121d610c3293460d00aa1e38428c728a91dbf63a	full_domain_n4801	1	4801	4801	6000	1.2497396375755052	2.4796421380466373e-06	stellar_center	0.0	0.0	1.0	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	0.03	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	report_only	v08_vmax0p1_amax2p0	0.1	2.0	70.0	0.04	0.96	7	8330a266dd31893798bd83592298ea2ab899f1c7fd626c168e51c1a0c4202903	dust_axis_v08_vmax0p1_amax2p0	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/parameters/dust_v08_vmax0p1_amax2p0_rt.para	35c5b3c7d164e483e57e031874897680ab022b4ad46f22e680fb2a4053d6ad58	dust_axis_grid_disjoint_dhs_screening_dust	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/tasks/v08_vmax0p1_amax2p0/broadband_guardrail/t071_w008_single_s52001	09c4268b890dc91f5f4bea099ef8088cfbe542c1a0eeccfead4120d5c3a2c3c5
72	broadband_guardrail	52001	broadband_guardrail	w001			broadband_continuum_guardrail_report_only	jwst_mcfost/runs/ice_feature_method2_pilot_v1/continuum_check_anchors.tsv	f1fd86f32eec5e20bc210ba67e2b4bc78efb69427b387e48de1c127e118636b7	be8495af19d834ec9883095aa3e489588ad62932dedba95a6ce055e53bc4efcb	1.2028117593024095						1.2028117593024095	NIRSpec			lambda_F_lambda_W_m-2			jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/broadband_guardrail/w001/anchor.lambda	f2c711b7a22d165e60719d22fe81cbf246393fb51629f0b9dda93883c17f8e87	full_domain_n4801	1	4801	4801	6000	1.2497396375755052	2.4796421380466373e-06	stellar_center	0.0	0.0	1.0	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	0.03	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	report_only	v09_base_incl60	0.8	0.4	60.0	0.04	0.96	0	0753aa87e3445e42eae140bfe4d917cbb1b787200fbeed0c439d642c9fa3b738	dust_axis_v09_base_incl60	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/parameters/dust_v09_base_incl60_rt.para	b1d004037d1138f386c4759fd005a7cb2170782bab006c6ed3d031952960504d	dust_axis_grid_disjoint_dhs_screening_dust	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/tasks/v09_base_incl60/broadband_guardrail/t072_w001_single_s52001	30caaf3cae3025432b9d9de05a6563e707228d97d48f92fe16bccbffd4516206
73	broadband_guardrail	52001	broadband_guardrail	w002			broadband_continuum_guardrail_report_only	jwst_mcfost/runs/ice_feature_method2_pilot_v1/continuum_check_anchors.tsv	f1fd86f32eec5e20bc210ba67e2b4bc78efb69427b387e48de1c127e118636b7	8c2d627b94e2d8d2408e8e154425025de3b0c17865e36f0d9230db46f403fa15	1.4987957445436022						1.4987957445436022	NIRSpec			lambda_F_lambda_W_m-2			jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/broadband_guardrail/w002/anchor.lambda	e07fb493ca052ff264e01e5c8df0ac557154f8a40c47dfb456aad5930517c966	full_domain_n4801	1	4801	4801	6000	1.2497396375755052	2.4796421380466373e-06	stellar_center	0.0	0.0	1.0	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	0.03	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	report_only	v09_base_incl60	0.8	0.4	60.0	0.04	0.96	1	4d6a0f6f21c2c9374490473f84d12c7ab64295daf370b4c8408bd6bc957cdbe9	dust_axis_v09_base_incl60	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/parameters/dust_v09_base_incl60_rt.para	b1d004037d1138f386c4759fd005a7cb2170782bab006c6ed3d031952960504d	dust_axis_grid_disjoint_dhs_screening_dust	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/tasks/v09_base_incl60/broadband_guardrail/t073_w002_single_s52001	1703a72a95cbd94b303c5255686906a6f20e036541eeee36bea4fdb892bd0a39
74	broadband_guardrail	52001	broadband_guardrail	w003			broadband_continuum_guardrail_report_only	jwst_mcfost/runs/ice_feature_method2_pilot_v1/continuum_check_anchors.tsv	f1fd86f32eec5e20bc210ba67e2b4bc78efb69427b387e48de1c127e118636b7	ca3be8f62fc5c741b2ed68f040fac1c490a5660995bc938abcad21f265509655	1.7588530996181813						1.7588530996181813	NIRSpec			lambda_F_lambda_W_m-2			jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/broadband_guardrail/w003/anchor.lambda	a9c5146eec96dc1ea9604097f402a7a0eb415206f4e4b32a2836e09dfdb6b5e2	full_domain_n4801	1	4801	4801	6000	1.2497396375755052	2.4796421380466373e-06	stellar_center	0.0	0.0	1.0	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	0.03	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	report_only	v09_base_incl60	0.8	0.4	60.0	0.04	0.96	2	5bea68cf41b73f71ecd91e3a5f09e6eb1670dd4f85f83fe2fde459beed258649	dust_axis_v09_base_incl60	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/parameters/dust_v09_base_incl60_rt.para	b1d004037d1138f386c4759fd005a7cb2170782bab006c6ed3d031952960504d	dust_axis_grid_disjoint_dhs_screening_dust	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/tasks/v09_base_incl60/broadband_guardrail/t074_w003_single_s52001	1f2e85aa0da71107564e513151e75077eb3b4d9879604993edb8c9bca0981ba4
75	broadband_guardrail	52001	broadband_guardrail	w004			broadband_continuum_guardrail_report_only	jwst_mcfost/runs/ice_feature_method2_pilot_v1/continuum_check_anchors.tsv	f1fd86f32eec5e20bc210ba67e2b4bc78efb69427b387e48de1c127e118636b7	ea7082373d182e4d3e13fde932c59a66963ade00a452a1124d2f4372d5278e55	2.1916659199557045						2.1916659199557045	NIRSpec			lambda_F_lambda_W_m-2			jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/broadband_guardrail/w004/anchor.lambda	f7762b5bee0778f151ac09bf2a609fcf351f2fd1c1c57b09be9d1bd19fb77e3c	full_domain_n4801	1	4801	4801	6000	1.2497396375755052	2.4796421380466373e-06	stellar_center	0.0	0.0	1.0	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	0.03	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	report_only	v09_base_incl60	0.8	0.4	60.0	0.04	0.96	3	a24d6b16764baaff76e82d64dfc357a9243d4963979b202fa39013f5bf6b0102	dust_axis_v09_base_incl60	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/parameters/dust_v09_base_incl60_rt.para	b1d004037d1138f386c4759fd005a7cb2170782bab006c6ed3d031952960504d	dust_axis_grid_disjoint_dhs_screening_dust	jwst_mcfost/runs/h2o_3um_dust_axis_grid_v1/tasks/v09_base_incl60/broadband_guardrail/t075_w004_single_s52001	83714ab52165180873f79f0eb0a4acc601e5dc737df6a24fef6ee56b98c913a7
